,SSC_CODE_2016,Census_Name_2016,pop_percentage
2592,SSC12593,Methul,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2593,SSC12594,Metz,"1|South_Africa|60.0,2|Iran|0.0,3|Indonesia|0.0,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|0.0"
2594,SSC12595,Miamley,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2595,SSC12596,Miandetta (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2596,SSC12597,Micalo Island,"1|New_Zealand|42.86,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2597,SSC12598,Michelago,"1|United_Kingdom|40.68,2|Germany|13.56,3|New_Zealand|10.17,4|Netherlands|6.78,5|India|0.0,0|other_countries|27.12"
2598,SSC12599,Middle Arm,"1|United_Kingdom|59.38,2|Lebanon|9.38,3|New_Zealand|9.38,4|India|0.0,5|Indonesia|0.0,0|other_countries|0.0"
2599,SSC12600,Middle Brook,"1|United_Kingdom|55.56,2|New_Zealand|44.44,3|Ireland|33.33,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
2600,SSC12601,Middle Brother,"1|United_Kingdom|50.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2601,SSC12602,Middle Cove,"1|United_Kingdom|22.36,2|China_exc_SARs_Taiwan|14.57,3|New_Zealand|6.53,4|Hong_Kong_SAR_China|6.28,5|Japan|4.27,0|other_countries|43.22"
2602,SSC12603,Middle Dural,"1|United_Kingdom|23.24,2|Italy|16.18,3|Lebanon|5.81,4|China_exc_SARs_Taiwan|4.15,5|India|3.32,0|other_countries|36.93"
2603,SSC12604,Middle Falbrook,"1|New_Zealand|0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2604,SSC12605,Middle Flat,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2605,SSC12606,Middle Pocket,"1|United_Kingdom|36.36,2|New_Zealand|18.18,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|27.27"
2606,SSC12607,Middleton Grange,"1|Iraq|25.86,2|Fiji|8.16,3|Philippines|6.92,4|Vietnam|4.65,5|New_Zealand|3.41,0|other_countries|50.44"
2607,SSC12608,Middlingbank,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2608,SSC12609,Midginbil,"1|United_Kingdom|50.0,2|South_Africa|37.5,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
2609,SSC12610,Mihi,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2610,SSC12611,Mila,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2611,SSC12612,Milbrodale,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2612,SSC12613,Milbrulong,"1|United_Kingdom|83.33,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2613,SSC12614,Milkers Flat,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2614,SSC12615,Millah Murrah,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2615,SSC12616,Millbank (NSW),"1|United_Kingdom|44.44,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|33.33"
2616,SSC12617,Miller,"1|Lebanon|17.43,2|Vietnam|16.93,3|Iraq|7.72,4|Fiji|6.93,5|New_Zealand|6.73,0|other_countries|43.17"
2617,SSC12618,Millers Forest,"1|United_Kingdom|61.54,2|New_Zealand|30.77,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|23.08"
2618,SSC12619,Millers Point,"1|United_Kingdom|17.3,2|China_exc_SARs_Taiwan|8.82,3|Japan|8.32,4|New_Zealand|6.32,5|India|4.33,0|other_countries|49.75"
2619,SSC12620,Millfield,"1|United_Kingdom|40.68,2|South_Africa|6.78,3|New_Zealand|6.78,4|Thailand|5.08,5|India|5.08,0|other_countries|13.56"
2620,SSC12621,Millie,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2621,SSC12622,Millingandi,"1|United_Kingdom|46.03,2|New_Zealand|15.87,3|Germany|7.94,4|Netherlands|6.35,5|Indonesia|0.0,0|other_countries|11.11"
2622,SSC12623,Millthorpe,"1|United_Kingdom|35.37,2|New_Zealand|17.07,3|Germany|7.32,4|South_Africa|6.1,5|Canada|3.66,0|other_countries|10.98"
2623,SSC12624,Milparinka,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2624,SSC12625,Milperra,"1|United_Kingdom|15.93,2|China_exc_SARs_Taiwan|9.27,3|Vietnam|7.8,4|New_Zealand|5.69,5|Lebanon|5.53,0|other_countries|55.12"
2625,SSC12626,Milroy (Gunnedah - NSW),"1|United_Kingdom|37.5,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2626,SSC12627,Milroy (Mid-Western Regional - NSW),"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2627,SSC12628,Milsons Passage,"1|United_Kingdom|33.33,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2628,SSC12629,Milsons Point,"1|United_Kingdom|16.53,2|China_exc_SARs_Taiwan|11.42,3|Hong_Kong_SAR_China|7.61,4|New_Zealand|6.5,5|Japan|5.29,0|other_countries|48.1"
2629,SSC12630,Milton (NSW),"1|United_Kingdom|52.8,2|New_Zealand|6.54,3|Germany|3.27,4|Netherlands|1.87,5|Iran|1.87,0|other_countries|27.57"
2630,SSC12631,Milvale,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2631,SSC12632,Mimosa (NSW),"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2632,SSC12633,Minchinbury,"1|Philippines|22.12,2|New_Zealand|7.69,3|Fiji|7.5,4|India|5.59,5|United_Kingdom|4.92,0|other_countries|51.6"
2633,SSC12634,Mindaribba,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2634,SSC12635,Mingoola (NSW),"1|South_Africa|0,2|Italy|0,3|Indonesia|0.0,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|0.0"
2635,SSC12636,Minimbah,"1|United_Kingdom|20.0,2|South_Africa|12.0,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|12.0"
2636,SSC12637,Minjary,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2637,SSC12638,Minmi,"1|United_Kingdom|57.78,2|Poland|6.67,3|New_Zealand|6.67,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|24.44"
2638,SSC12639,Minnamurra,"1|United_Kingdom|43.94,2|New_Zealand|7.58,3|Netherlands|6.06,4|Egypt|6.06,5|Germany|4.55,0|other_countries|16.67"
2639,SSC12640,Minnie Water,"1|United_Kingdom|35.29,2|New_Zealand|17.65,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
2640,SSC12641,Minore,"1|United_Kingdom|50.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2641,SSC12642,Minto,"1|India|10.22,2|New_Zealand|9.25,3|Philippines|8.46,4|Fiji|8.17,5|United_Kingdom|5.23,0|other_countries|58.35"
2642,SSC12643,Minto Heights,"1|United_Kingdom|21.13,2|Philippines|9.86,3|Vietnam|8.45,4|Lebanon|7.04,5|Malta|5.63,0|other_countries|45.07"
2643,SSC12644,Mirador,"1|United_Kingdom|50.94,2|New_Zealand|15.09,3|Italy|7.55,4|China_exc_SARs_Taiwan|5.66,5|South_Africa|0.0,0|other_countries|22.64"
2644,SSC12645,Miranda (NSW),"1|United_Kingdom|16.19,2|China_exc_SARs_Taiwan|11.2,3|New_Zealand|8.77,4|India|5.59,5|Philippines|4.62,0|other_countries|52.58"
2645,SSC12646,Mirannie,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2646,SSC12647,Mirrabooka (NSW),"1|United_Kingdom|31.96,2|New_Zealand|14.43,3|Netherlands|9.28,4|Germany|8.25,5|Ireland|7.22,0|other_countries|32.99"
2647,SSC12648,Mirrool,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2648,SSC12649,Missabotti,"1|United_Kingdom|48.84,2|Germany|9.3,3|Canada|6.98,4|New_Zealand|6.98,5|Hong_Kong_SAR_China|0.0,0|other_countries|6.98"
2649,SSC12650,Mitchell (NSW),"1|United_Kingdom|14.52,2|New_Zealand|13.44,3|Vietnam|8.06,4|China_exc_SARs_Taiwan|8.06,5|Philippines|5.38,0|other_countries|46.24"
2650,SSC12651,Mitchells Flat,"1|United_Kingdom|33.33,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|77.78"
2651,SSC12652,Mitchells Island,"1|United_Kingdom|40.82,2|South_Africa|6.12,3|New_Zealand|6.12,4|Netherlands|6.12,5|Vietnam|0.0,0|other_countries|20.41"
2652,SSC12653,Mittagong,"1|United_Kingdom|39.81,2|New_Zealand|9.2,3|India|5.85,4|Netherlands|3.76,5|Philippines|3.34,0|other_countries|34.38"
2653,SSC12654,Moama,"1|United_Kingdom|40.8,2|New_Zealand|10.8,3|South_Africa|6.2,4|Netherlands|5.0,5|Philippines|4.6,0|other_countries|30.6"
2654,SSC12655,Modanville,"1|United_Kingdom|33.33,2|New_Zealand|14.49,3|South_Africa|4.35,4|India|4.35,5|Philippines|4.35,0|other_countries|20.29"
2655,SSC12656,Mogareeka,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2656,SSC12657,Mogendoura,"1|United_Kingdom|40.74,2|Netherlands|18.52,3|Germany|11.11,4|New_Zealand|11.11,5|Indonesia|0.0,0|other_countries|0.0"
2657,SSC12658,Moggs Swamp,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2658,SSC12659,Mogilla,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2659,SSC12660,Mogo (Eurobodalla - NSW),"1|United_Kingdom|33.33,2|New_Zealand|23.81,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|14.29"
2660,SSC12661,Mogo (Mid-Western Regional - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2661,SSC12662,Mogo Creek,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2662,SSC12663,Mogood,"1|United_Kingdom|50.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2663,SSC12664,Mograni,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2664,SSC12665,Mogriguy,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2665,SSC12666,Mole River,"1|Japan|30.0,2|Germany|30.0,3|Egypt|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2666,SSC12667,Moleville Creek,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2667,SSC12668,Mollyan,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2668,SSC12669,Mollymook,"1|United_Kingdom|40.59,2|New_Zealand|10.59,3|China_exc_SARs_Taiwan|5.29,4|Italy|4.71,5|Croatia|3.53,0|other_countries|25.88"
2669,SSC12670,Mollymook Beach,"1|United_Kingdom|44.51,2|New_Zealand|10.99,3|Germany|4.79,4|Netherlands|4.51,5|South_Africa|3.38,0|other_countries|30.99"
2670,SSC12671,Molong,"1|United_Kingdom|46.15,2|South_Africa|11.54,3|New_Zealand|7.05,4|Philippines|7.05,5|Italy|1.92,0|other_countries|19.87"
2671,SSC12672,Mona Vale,"1|United_Kingdom|37.02,2|New_Zealand|9.18,3|South_Africa|5.86,4|Germany|3.51,5|Croatia|3.51,0|other_countries|38.22"
2672,SSC12673,Monak,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2673,SSC12674,Monaltrie,"1|Hong_Kong_SAR_China|50.0,2|Egypt|0.0,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2674,SSC12675,Mondayong,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2675,SSC12676,Mondrook,"1|United_Kingdom|80.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2676,SSC12677,Monga,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2677,SSC12678,Mongarlowe,"1|United_Kingdom|45.83,2|Germany|16.67,3|New_Zealand|12.5,4|India|0.0,5|Indonesia|0.0,0|other_countries|0.0"
2678,SSC12679,Mongogarie,"1|Italy|37.5,2|Pakistan|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2679,SSC12680,Monia Gap,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2680,SSC12681,Monivae,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2681,SSC12682,Monkerai,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2682,SSC12683,Monteagle,"1|United_Kingdom|43.75,2|China_exc_SARs_Taiwan|18.75,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|18.75"
2683,SSC12684,Montecollum,"1|United_Kingdom|60.0,2|Japan|20.0,3|Netherlands|20.0,4|New_Zealand|20.0,5|India|0.0,0|other_countries|0.0"
2684,SSC12685,Montefiores,"1|United_Kingdom|45.83,2|Zimbabwe|16.67,3|Philippines|12.5,4|South_Africa|12.5,5|Hong_Kong_SAR_China|0.0,0|other_countries|16.67"
2685,SSC12686,Monterey,"1|Greece|14.85,2|Egypt|9.76,3|United_Kingdom|5.49,4|China_exc_SARs_Taiwan|5.08,5|New_Zealand|4.5,0|other_countries|59.32"
2686,SSC12687,Mooball,"1|United_Kingdom|40.0,2|Germany|40.0,3|New_Zealand|30.0,4|India|0.0,5|Indonesia|0.0,0|other_countries|0.0"
2687,SSC12688,Moobi,"1|United_Kingdom|42.86,2|Ireland|23.81,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2688,SSC12689,Moogem,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2689,SSC12690,Mookerawa,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2690,SSC12691,Mookima Wybra,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2691,SSC12692,Moolarben,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2692,SSC12693,Moollattoo,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2693,SSC12694,Moolpa,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2694,SSC12695,Moombooldool,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2695,SSC12696,Moonan Brook,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2696,SSC12697,Moonan Flat,"1|United_Kingdom|77.78,2|New_Zealand|33.33,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
2697,SSC12698,Moonbah,"1|United_Kingdom|43.4,2|New_Zealand|11.32,3|Ireland|5.66,4|Germany|5.66,5|Fiji|0.0,0|other_countries|18.87"
2698,SSC12699,Moonbi,"1|United_Kingdom|51.47,2|New_Zealand|23.53,3|Philippines|4.41,4|Germany|4.41,5|Netherlands|4.41,0|other_countries|4.41"
2699,SSC12700,Moonbria,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2700,SSC12701,Mooneba,"1|United_Kingdom|37.5,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2701,SSC12702,Moonee,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2702,SSC12703,Moonee Beach,"1|United_Kingdom|38.58,2|New_Zealand|15.23,3|South_Africa|9.14,4|Germany|4.06,5|India|2.54,0|other_countries|26.4"
2703,SSC12704,Mooney Mooney,"1|United_Kingdom|43.86,2|New_Zealand|14.04,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|26.32"
2704,SSC12705,Mooney Mooney Creek,"1|United_Kingdom|37.5,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2705,SSC12706,Moonpar,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2706,SSC12707,Mooral Creek,"1|New_Zealand|53.33,2|United_Kingdom|33.33,3|Iran|0.0,4|Egypt|0.0,5|Philippines|0.0,0|other_countries|0.0"
2707,SSC12708,Moorara,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2708,SSC12709,Moorbel,"1|New_Zealand|33.33,2|United_Kingdom|20.0,3|Iran|0.0,4|Egypt|0.0,5|Poland|0.0,0|other_countries|26.67"
2709,SSC12710,Moore Creek,"1|United_Kingdom|24.24,2|New_Zealand|15.15,3|South_Africa|9.85,4|India|7.58,5|China_exc_SARs_Taiwan|6.82,0|other_countries|29.55"
2710,SSC12711,Moore Park,"1|China_exc_SARs_Taiwan|50.0,2|New_Zealand|0.0,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2711,SSC12712,Moorebank,"1|Vietnam|8.9,2|India|7.1,3|Fiji|6.59,4|United_Kingdom|5.98,5|Philippines|5.5,0|other_countries|65.41"
2712,SSC12713,Moorilda,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2713,SSC12714,Moorland (NSW),"1|United_Kingdom|60.61,2|New_Zealand|21.21,3|China_exc_SARs_Taiwan|9.09,4|Philippines|9.09,5|Indonesia|0.0,0|other_countries|0.0"
2714,SSC12715,Moorong,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2715,SSC12716,Moorwatha,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2716,SSC12717,Moparrabah,"1|Thailand|27.78,2|South_Africa|27.78,3|United_Kingdom|16.67,4|New_Zealand|16.67,5|Iran|0.0,0|other_countries|0.0"
2717,SSC12718,Moppy,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2718,SSC12719,Morago,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2719,SSC12720,Morangarell,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2720,SSC12721,Morans Crossing,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2721,SSC12722,Moree,"1|United_Kingdom|13.42,2|New_Zealand|13.05,3|Philippines|8.82,4|India|8.64,5|Fiji|8.27,0|other_countries|47.43"
2722,SSC12723,Morisset,"1|United_Kingdom|37.0,2|New_Zealand|11.76,3|India|4.55,4|Netherlands|3.98,5|Philippines|3.42,0|other_countries|37.19"
2723,SSC12724,Morisset Park,"1|United_Kingdom|39.39,2|New_Zealand|16.16,3|South_Africa|13.13,4|Netherlands|8.08,5|Germany|3.03,0|other_countries|15.15"
2724,SSC12725,Morning Bay,"1|United_Kingdom|60.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2725,SSC12726,Mororo,"1|New_Zealand|44.44,2|United_Kingdom|33.33,3|Iran|0.0,4|Egypt|0.0,5|Philippines|0.0,0|other_countries|0.0"
2726,SSC12727,Morpeth,"1|United_Kingdom|56.48,2|New_Zealand|10.19,3|South_Africa|5.56,4|Canada|5.56,5|Korea_Republic_South|3.7,0|other_countries|12.96"
2727,SSC12728,Mortdale,"1|China_exc_SARs_Taiwan|24.29,2|United_Kingdom|6.32,3|New_Zealand|5.46,4|FYROM|5.15,5|Hong_Kong_SAR_China|4.75,0|other_countries|53.05"
2728,SSC12729,Mortlake (NSW),"1|China_exc_SARs_Taiwan|22.0,2|Korea_Republic_South|8.29,3|United_Kingdom|8.0,4|New_Zealand|7.14,5|Hong_Kong_SAR_China|5.71,0|other_countries|48.86"
2729,SSC12730,Morton,"1|Netherlands|23.33,2|FYROM|13.33,3|United_Kingdom|13.33,4|Italy|10.0,5|Germany|10.0,0|other_countries|10.0"
2730,SSC12731,Mortons Creek,"1|New_Zealand|25.0,2|Philippines|18.75,3|United_Kingdom|18.75,4|Germany|18.75,5|Iran|0.0,0|other_countries|0.0"
2731,SSC12732,Morts Estate,"1|United_Kingdom|24.24,2|New_Zealand|21.21,3|Canada|9.09,4|Lebanon|9.09,5|Italy|9.09,0|other_countries|9.09"
2732,SSC12733,Morundah,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2733,SSC12734,Moruya,"1|United_Kingdom|39.68,2|New_Zealand|10.2,3|Netherlands|4.54,4|Germany|4.31,5|Vietnam|3.4,0|other_countries|32.88"
2734,SSC12735,Moruya Heads,"1|United_Kingdom|53.98,2|Germany|12.39,3|New_Zealand|7.08,4|Netherlands|5.31,5|Canada|5.31,0|other_countries|14.16"
2735,SSC12736,Morven (Glen Innes Severn - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2736,SSC12737,Morven (Greater Hume Shire - NSW),"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2737,SSC12738,Mosman,"1|United_Kingdom|29.43,2|New_Zealand|8.42,3|China_exc_SARs_Taiwan|5.47,4|South_Africa|5.13,5|India|2.43,0|other_countries|43.45"
2738,SSC12739,Moss Vale,"1|United_Kingdom|33.03,2|New_Zealand|10.61,3|China_exc_SARs_Taiwan|9.27,4|South_Africa|3.29,5|Hong_Kong_SAR_China|2.62,0|other_countries|40.13"
2739,SSC12740,Mossgiel,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2740,SSC12741,Mossy Point,"1|United_Kingdom|43.08,2|New_Zealand|7.69,3|South_Africa|6.15,4|Germany|4.62,5|Netherlands|4.62,0|other_countries|21.54"
2741,SSC12742,Moto,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2742,SSC12743,Moulamein,"1|Philippines|40.0,2|United_Kingdom|10.0,3|Germany|10.0,4|New_Zealand|10.0,5|India|0.0,0|other_countries|0.0"
2743,SSC12744,Mount Adrah,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2744,SSC12745,Mount Annan,"1|United_Kingdom|20.78,2|New_Zealand|7.24,3|India|5.16,4|Philippines|4.93,5|Fiji|3.96,0|other_countries|55.99"
2745,SSC12746,Mount Aquila,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2746,SSC12747,Mount Arthur,"1|United_Kingdom|56.25,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2747,SSC12748,Mount Austin,"1|United_Kingdom|16.89,2|Philippines|7.9,3|India|6.81,4|New_Zealand|5.18,5|Malaysia|4.9,0|other_countries|56.95"
2748,SSC12749,Mount Burrell,"1|United_Kingdom|37.5,2|New_Zealand|22.5,3|Fiji|10.0,4|Germany|7.5,5|Indonesia|0.0,0|other_countries|12.5"
2749,SSC12750,Mount Colah,"1|United_Kingdom|20.66,2|India|8.33,3|China_exc_SARs_Taiwan|8.22,4|New_Zealand|6.75,5|Philippines|3.8,0|other_countries|50.34"
2750,SSC12751,Mount Collins,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2751,SSC12752,Mount Cooper (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2752,SSC12753,Mount Darragh,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2753,SSC12754,Mount David,"1|United_Kingdom|33.33,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2754,SSC12755,Mount Dee,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2755,SSC12756,Mount Druitt,"1|Philippines|20.96,2|Pakistan|10.94,3|Iraq|9.2,4|India|7.85,5|Fiji|4.86,0|other_countries|45.89"
