,SSC_CODE_2016,Census_Name_2016,pop_percentage
2431,SSC12432,Macmasters Beach,"1|United_Kingdom|37.22,2|New_Zealand|11.11,3|South_Africa|6.67,4|Germany|1.67,5|Philippines|1.67,0|other_countries|27.22"
2432,SSC12433,Macquarie Fields,"1|India|11.29,2|New_Zealand|7.82,3|Fiji|6.81,4|Philippines|6.66,5|United_Kingdom|5.61,0|other_countries|61.22"
2433,SSC12434,Macquarie Hills,"1|United_Kingdom|23.02,2|New_Zealand|12.08,3|Germany|10.19,4|Malaysia|5.28,5|South_Africa|5.28,0|other_countries|40.38"
2434,SSC12435,Macquarie Links,"1|Philippines|15.49,2|India|8.82,3|United_Kingdom|7.06,4|China_exc_SARs_Taiwan|5.88,5|Fiji|5.1,0|other_countries|56.08"
2435,SSC12436,Macquarie Marshes,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2436,SSC12437,Macquarie Park,"1|China_exc_SARs_Taiwan|24.12,2|India|15.26,3|Korea_Republic_South|5.02,4|Philippines|4.74,5|Hong_Kong_SAR_China|4.18,0|other_countries|45.63"
2437,SSC12438,Macquarie Pass,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2438,SSC12439,Maddens Plains,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2439,SSC12440,Maffra (NSW),"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2440,SSC12441,Magenta (NSW),"1|United_Kingdom|33.33,2|New_Zealand|8.77,3|Sri_Lanka|5.26,4|Canada|5.26,5|South_Africa|0.0,0|other_countries|24.56"
2441,SSC12442,Magometon,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2442,SSC12443,Maianbar,"1|United_Kingdom|29.59,2|New_Zealand|16.33,3|South_Africa|4.08,4|Philippines|4.08,5|Netherlands|4.08,0|other_countries|29.59"
2443,SSC12444,Maimuru,"1|Lebanon|53.33,2|New_Zealand|26.67,3|United_Kingdom|20.0,4|Netherlands|20.0,5|Indonesia|0.0,0|other_countries|0.0"
2444,SSC12445,Main Arm,"1|United_Kingdom|30.1,2|Germany|12.62,3|New_Zealand|10.68,4|South_Africa|2.91,5|Malaysia|2.91,0|other_countries|31.07"
2445,SSC12446,Main Creek,"1|New_Zealand|87.5,2|South_Africa|37.5,3|Egypt|0.0,4|Philippines|0.0,5|Poland|0.0,0|other_countries|37.5"
2446,SSC12447,Mairjimmy,"1|New_Zealand|0,2|South_Africa|0,3|Egypt|0,4|Philippines|0,5|Poland|0,0|other_countries|0"
2447,SSC12448,Maison Dieu,"1|China_exc_SARs_Taiwan|66.67,2|New_Zealand|0.0,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2448,SSC12449,Maitland (NSW),"1|United_Kingdom|23.46,2|New_Zealand|12.29,3|India|11.73,4|Philippines|7.26,5|Germany|5.59,0|other_countries|33.52"
2449,SSC12450,Maitland Bar,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2450,SSC12451,Maitland Vale,"1|United_Kingdom|64.29,2|New_Zealand|35.71,3|Germany|21.43,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
2451,SSC12452,Majors Creek (NSW),"1|United_Kingdom|30.56,2|Philippines|13.89,3|New_Zealand|13.89,4|Netherlands|8.33,5|India|0.0,0|other_countries|11.11"
2452,SSC12453,Malabar,"1|United_Kingdom|16.94,2|China_exc_SARs_Taiwan|8.69,3|New_Zealand|5.74,4|Malaysia|3.45,5|Vietnam|3.37,0|other_countries|60.45"
2453,SSC12454,Maldon (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2454,SSC12455,Mallabula,"1|United_Kingdom|57.89,2|New_Zealand|12.63,3|Philippines|3.16,4|Netherlands|3.16,5|Indonesia|0.0,0|other_countries|5.26"
2455,SSC12456,Mallan,"1|Philippines|60.0,2|New_Zealand|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2456,SSC12457,Mallanganee,"1|United_Kingdom|50.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2457,SSC12458,Mallee,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2458,SSC12459,Mallowa,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2459,SSC12460,Maloneys Beach,"1|United_Kingdom|50.0,2|New_Zealand|10.61,3|Germany|7.58,4|Malta|4.55,5|Greece|4.55,0|other_countries|18.18"
2460,SSC12461,Malua Bay,"1|United_Kingdom|39.12,2|New_Zealand|9.52,3|Croatia|5.78,4|Philippines|4.08,5|Malta|3.06,0|other_countries|30.27"
2461,SSC12462,Manar,"1|United_Kingdom|50.0,2|Netherlands|25.0,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
2462,SSC12463,Manchester Square,"1|Netherlands|44.44,2|United_Kingdom|33.33,3|Iran|0.0,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
2463,SSC12464,Mandagery,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2464,SSC12465,Mandalong,"1|United_Kingdom|35.42,2|Philippines|8.33,3|Thailand|8.33,4|New_Zealand|6.25,5|Ireland|6.25,0|other_countries|6.25"
2465,SSC12466,Mandemar,"1|United_Kingdom|27.27,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2466,SSC12467,Mandurama,"1|United_Kingdom|38.1,2|New_Zealand|16.67,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|14.29"
2467,SSC12468,Mangerton,"1|United_Kingdom|23.84,2|China_exc_SARs_Taiwan|8.13,3|Greece|4.62,4|New_Zealand|4.62,5|Italy|4.44,0|other_countries|52.68"
2468,SSC12469,Mangoola,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2469,SSC12470,Mangoplah,"1|United_Kingdom|45.45,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2470,SSC12471,Mangrove Creek,"1|United_Kingdom|40.0,2|Greece|20.0,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2471,SSC12472,Mangrove Mountain,"1|United_Kingdom|28.95,2|New_Zealand|7.89,3|Italy|6.14,4|Lebanon|5.26,5|South_Africa|5.26,0|other_countries|36.84"
2472,SSC12473,Manildra,"1|United_Kingdom|25.93,2|New_Zealand|14.81,3|Croatia|11.11,4|Philippines|11.11,5|South_Africa|11.11,0|other_countries|0.0"
2473,SSC12474,Manilla,"1|United_Kingdom|38.53,2|New_Zealand|14.68,3|Germany|10.09,4|China_exc_SARs_Taiwan|6.42,5|India|5.5,0|other_countries|17.43"
2474,SSC12475,Manly (NSW),"1|United_Kingdom|34.06,2|New_Zealand|9.03,3|South_Africa|3.86,4|Germany|3.67,5|Canada|2.48,0|other_countries|40.57"
2475,SSC12476,Manly Vale,"1|United_Kingdom|24.58,2|New_Zealand|6.39,3|China_exc_SARs_Taiwan|5.59,4|Philippines|4.18,5|India|3.71,0|other_countries|53.76"
2476,SSC12477,Mannering Park,"1|United_Kingdom|34.45,2|New_Zealand|26.79,3|South_Africa|4.31,4|Germany|3.83,5|Philippines|3.35,0|other_countries|27.75"
2477,SSC12478,Manning Point,"1|United_Kingdom|52.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|12.0"
2478,SSC12479,Mannus,"1|New_Zealand|25.0,2|Indonesia|8.33,3|Iraq|6.25,4|Hong_Kong_SAR_China|6.25,5|Vietnam|6.25,0|other_countries|43.75"
2479,SSC12480,Manobalai,"1|United_Kingdom|60.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2480,SSC12481,Manton (NSW),"1|United_Kingdom|61.29,2|New_Zealand|22.58,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
2481,SSC12482,Manyana,"1|United_Kingdom|43.48,2|Malta|6.52,3|Croatia|6.52,4|Germany|6.52,5|Netherlands|6.52,0|other_countries|23.91"
2482,SSC12483,Maragle,"1|United_Kingdom|42.86,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2483,SSC12484,Maraylya,"1|United_Kingdom|34.97,2|New_Zealand|10.49,3|Netherlands|6.99,4|Zimbabwe|4.2,5|Lebanon|3.5,0|other_countries|28.67"
2484,SSC12485,Marayong,"1|India|21.82,2|Philippines|17.21,3|Poland|5.51,4|New_Zealand|4.88,5|United_Kingdom|4.73,0|other_countries|45.54"
2485,SSC12486,March,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2486,SSC12487,Marchmont,"1|United_Kingdom|46.67,2|New_Zealand|13.33,3|Netherlands|10.0,4|Ireland|10.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|10.0"
2487,SSC12488,Mardi,"1|United_Kingdom|27.4,2|New_Zealand|9.6,3|India|9.18,4|China_exc_SARs_Taiwan|6.4,5|South_Africa|5.84,0|other_countries|41.31"
2488,SSC12489,Marengo (NSW),"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2489,SSC12490,Mares Run,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2490,SSC12491,Marinna,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2491,SSC12492,Marks Point,"1|United_Kingdom|28.4,2|New_Zealand|14.2,3|Philippines|6.17,4|Ireland|5.56,5|China_exc_SARs_Taiwan|4.94,0|other_countries|32.1"
2492,SSC12493,Markwell,"1|United_Kingdom|37.5,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2493,SSC12494,Marlee,"1|Philippines|31.25,2|United_Kingdom|25.0,3|Iran|0.0,4|Egypt|0.0,5|Poland|0.0,0|other_countries|18.75"
2494,SSC12495,Marlo Merrican,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2495,SSC12496,Marlow,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2496,SSC12497,Marlowe,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2497,SSC12498,Marmong Point,"1|United_Kingdom|34.18,2|South_Africa|15.19,3|New_Zealand|12.66,4|India|3.8,5|Philippines|3.8,0|other_countries|15.19"
2498,SSC12499,Marom Creek,"1|United_Kingdom|75.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|25.0"
2499,SSC12500,Maroota,"1|United_Kingdom|20.78,2|Italy|18.18,3|New_Zealand|16.88,4|Malta|12.99,5|Philippines|9.09,0|other_countries|23.38"
2500,SSC12501,Maroubra,"1|China_exc_SARs_Taiwan|15.61,2|United_Kingdom|9.27,3|Indonesia|6.42,4|New_Zealand|4.04,5|Hong_Kong_SAR_China|3.92,0|other_countries|59.44"
2501,SSC12502,Marrangaroo,"1|New_Zealand|17.09,2|Vietnam|9.49,3|China_exc_SARs_Taiwan|9.49,4|United_Kingdom|8.23,5|Hong_Kong_SAR_China|6.96,0|other_countries|50.63"
2502,SSC12503,Marrar,"1|United_Kingdom|30.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2503,SSC12504,Marrickville,"1|Vietnam|16.09,2|Greece|11.31,3|United_Kingdom|9.51,4|New_Zealand|5.62,5|China_exc_SARs_Taiwan|4.56,0|other_countries|51.39"
2504,SSC12505,Marsden Park,"1|India|15.25,2|Malta|14.89,3|Philippines|10.99,4|United_Kingdom|8.87,5|New_Zealand|6.74,0|other_countries|42.91"
2505,SSC12506,Marsfield,"1|China_exc_SARs_Taiwan|36.07,2|Hong_Kong_SAR_China|6.62,3|India|5.52,4|Korea_Republic_South|5.29,5|United_Kingdom|4.11,0|other_countries|41.47"
2506,SSC12507,Marshall Mount,"1|United_Kingdom|55.56,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|33.33"
2507,SSC12508,Marshdale,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2508,SSC12509,Marthaguy,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2509,SSC12510,Martindale,"1|New_Zealand|38.46,2|United_Kingdom|30.77,3|Ireland|23.08,4|Fiji|0.0,5|Poland|0.0,0|other_countries|0.0"
2510,SSC12511,Martins Creek,"1|United_Kingdom|37.5,2|New_Zealand|37.5,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
2511,SSC12512,Martinsville,"1|United_Kingdom|39.53,2|New_Zealand|25.58,3|Netherlands|6.98,4|Indonesia|0.0,5|India|0.0,0|other_countries|6.98"
2512,SSC12513,Marulan,"1|United_Kingdom|42.86,2|Germany|5.0,3|New_Zealand|5.0,4|Malta|4.29,5|Lebanon|3.57,0|other_countries|31.43"
2513,SSC12514,Maryland (Newcastle - NSW),"1|United_Kingdom|17.29,2|India|7.3,3|China_exc_SARs_Taiwan|7.2,4|New_Zealand|6.44,5|Philippines|5.59,0|other_countries|54.35"
2514,SSC12515,Maryland (Tenterfield - NSW),"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2515,SSC12516,Marys Mount,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2516,SSC12517,Maryvale (NSW),"1|United_Kingdom|0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2517,SSC12518,Maryville,"1|United_Kingdom|22.45,2|New_Zealand|14.97,3|South_Africa|9.52,4|Greece|6.12,5|Canada|3.4,0|other_countries|28.57"
2518,SSC12519,Mascot,"1|China_exc_SARs_Taiwan|20.26,2|Indonesia|12.62,3|Philippines|5.15,4|United_Kingdom|5.04,5|India|4.17,0|other_countries|52.37"
2519,SSC12520,Matcham,"1|United_Kingdom|45.14,2|South_Africa|7.43,3|China_exc_SARs_Taiwan|4.0,4|New_Zealand|3.43,5|India|2.86,0|other_countries|24.0"
2520,SSC12521,Matheson,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2521,SSC12522,Mathoura,"1|United_Kingdom|50.0,2|New_Zealand|22.22,3|Netherlands|7.41,4|Germany|5.56,5|Indonesia|0.0,0|other_countries|9.26"
2522,SSC12523,Matong,"1|United_Kingdom|46.15,2|Germany|23.08,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|23.08"
2523,SSC12524,Matraville,"1|United_Kingdom|11.22,2|China_exc_SARs_Taiwan|10.6,3|New_Zealand|6.18,4|Indonesia|4.83,5|Hong_Kong_SAR_China|3.86,0|other_countries|62.17"
2524,SSC12525,Maude (NSW),"1|Germany|100.0,2|Egypt|0.0,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2525,SSC12526,Maules Creek,"1|New_Zealand|100.0,2|Philippines|100.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2526,SSC12527,Maxwell,"1|United_Kingdom|63.64,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2527,SSC12528,Maybole,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2528,SSC12529,Mayers Flat,"1|United_Kingdom|60.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2529,SSC12530,Mayfield (Newcastle - NSW),"1|United_Kingdom|19.37,2|New_Zealand|11.3,3|Philippines|5.76,4|Vietnam|4.07,5|Germany|3.54,0|other_countries|50.5"
2530,SSC12531,Mayfield (Oberon - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2531,SSC12532,Mayfield (Queanbeyan-Palerang Regional - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2532,SSC12533,Mayfield (Shoalhaven - NSW),"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2533,SSC12534,Mayfield East,"1|United_Kingdom|20.38,2|New_Zealand|9.95,3|Greece|6.64,4|Italy|5.69,5|Germany|5.21,0|other_countries|54.03"
2534,SSC12535,Mayfield North,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2535,SSC12536,Mayfield West,"1|New_Zealand|15.18,2|United_Kingdom|12.5,3|Philippines|8.04,4|India|7.59,5|China_exc_SARs_Taiwan|6.25,0|other_countries|47.77"
2536,SSC12537,Mayrung,"1|Germany|25.0,2|Ireland|25.0,3|Philippines|25.0,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|0.0"
2537,SSC12538,Mays Hill,"1|India|25.59,2|Sri_Lanka|11.14,3|China_exc_SARs_Taiwan|8.53,4|Lebanon|8.29,5|New_Zealand|6.64,0|other_countries|33.89"
2538,SSC12539,Mayvale,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2539,SSC12540,McCullys Gap,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2540,SSC12541,McDougalls Hill,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2541,SSC12542,McGraths Hill,"1|United_Kingdom|31.45,2|New_Zealand|10.6,3|South_Africa|5.3,4|Lebanon|3.89,5|China_exc_SARs_Taiwan|3.89,0|other_countries|42.05"
2542,SSC12543,McKees Hill,"1|United_Kingdom|85.71,2|Germany|42.86,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2543,SSC12544,McKellars Park,"1|United_Kingdom|28.57,2|Netherlands|17.86,3|New_Zealand|10.71,4|Indonesia|0.0,5|India|0.0,0|other_countries|10.71"
2544,SSC12545,McLeans Ridges,"1|United_Kingdom|43.75,2|South_Africa|14.58,3|New_Zealand|10.42,4|China_exc_SARs_Taiwan|8.33,5|Germany|6.25,0|other_countries|18.75"
2545,SSC12546,McLeods Shoot,"1|United_Kingdom|31.58,2|New_Zealand|31.58,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|15.79"
2546,SSC12547,McMahons Point,"1|United_Kingdom|28.67,2|New_Zealand|8.98,3|South_Africa|5.55,4|China_exc_SARs_Taiwan|3.43,5|India|3.17,0|other_countries|46.37"
2547,SSC12548,McMahons Reef,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|100.0"
2548,SSC12549,Meadow Flat,"1|United_Kingdom|50.0,2|New_Zealand|16.67,3|Malta|10.0,4|South_Africa|0.0,5|Egypt|0.0,0|other_countries|10.0"
2549,SSC12550,Meadowbank (NSW),"1|China_exc_SARs_Taiwan|22.52,2|India|14.25,3|Korea_Republic_South|13.93,4|Philippines|5.23,5|Hong_Kong_SAR_China|4.66,0|other_countries|39.19"
2550,SSC12551,Mebbin,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2551,SSC12552,Mebul,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2552,SSC12553,Medlow Bath,"1|United_Kingdom|19.87,2|Vietnam|14.57,3|Philippines|9.93,4|New_Zealand|6.62,5|India|5.3,0|other_countries|34.44"
2553,SSC12554,Medowie,"1|United_Kingdom|43.23,2|New_Zealand|11.35,3|South_Africa|5.5,4|Netherlands|3.56,5|Philippines|2.98,0|other_countries|28.9"
2554,SSC12555,Medway,"1|United_Kingdom|80.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|30.0"
2555,SSC12556,Meerschaum Vale,"1|United_Kingdom|46.43,2|Netherlands|10.71,3|New_Zealand|10.71,4|Ireland|10.71,5|Hong_Kong_SAR_China|0.0,0|other_countries|10.71"
2556,SSC12557,Megalong Valley,"1|United_Kingdom|23.08,2|Germany|11.54,3|Japan|11.54,4|Sri_Lanka|11.54,5|Singapore|0.0,0|other_countries|11.54"
2557,SSC12558,Megan,"1|United_Kingdom|42.86,2|Germany|14.29,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2558,SSC12559,Melbergen,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2559,SSC12560,Melinga,"1|New_Zealand|41.67,2|Iran|0.0,3|Egypt|0.0,4|Philippines|0.0,5|Poland|0.0,0|other_countries|25.0"
2560,SSC12561,Mellong,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2561,SSC12562,Mellool,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2562,SSC12563,Melrose Park (NSW),"1|China_exc_SARs_Taiwan|18.42,2|United_Kingdom|10.71,3|Korea_Republic_South|7.28,4|Hong_Kong_SAR_China|4.93,5|New_Zealand|3.64,0|other_countries|53.53"
2563,SSC12564,Melville (NSW),"1|New_Zealand|40.0,2|Ireland|30.0,3|Egypt|0.0,4|Philippines|0.0,5|Poland|0.0,0|other_countries|0.0"
2564,SSC12565,Memagong,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|60.0"
2565,SSC12566,Menah,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|50.0"
2566,SSC12567,Menai,"1|United_Kingdom|16.99,2|China_exc_SARs_Taiwan|6.77,3|South_Africa|5.96,4|New_Zealand|5.66,5|India|3.61,0|other_countries|59.3"
2567,SSC12568,Menangle,"1|United_Kingdom|43.57,2|New_Zealand|5.71,3|Poland|4.29,4|South_Africa|3.57,5|Germany|3.57,0|other_countries|25.71"
2568,SSC12569,Menangle Park,"1|United_Kingdom|47.37,2|New_Zealand|15.79,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
2569,SSC12570,Mendooran,"1|United_Kingdom|38.24,2|Germany|20.59,3|South_Africa|11.76,4|Greece|8.82,5|New_Zealand|8.82,0|other_countries|8.82"
2570,SSC12571,Menindee,"1|United_Kingdom|19.05,2|Netherlands|14.29,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|14.29"
2571,SSC12572,Merah North,"1|South_Africa|22.22,2|Iran|0.0,3|Indonesia|0.0,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|0.0"
2572,SSC12573,Merewether,"1|United_Kingdom|29.66,2|New_Zealand|10.42,3|Italy|3.95,4|South_Africa|3.87,5|Canada|3.28,0|other_countries|43.03"
2573,SSC12574,Merewether Heights,"1|United_Kingdom|29.31,2|New_Zealand|10.34,3|South_Africa|8.62,4|Germany|4.31,5|Italy|4.31,0|other_countries|31.03"
2574,SSC12575,Merimbula,"1|United_Kingdom|43.68,2|New_Zealand|9.0,3|Netherlands|5.75,4|Germany|4.6,5|South_Africa|4.21,0|other_countries|30.08"
2575,SSC12576,Meringo,"1|United_Kingdom|28.57,2|Germany|14.29,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|23.81"
2576,SSC12577,Mernot,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2577,SSC12578,Meroo,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2578,SSC12579,Meroo Meadow,"1|United_Kingdom|37.1,2|New_Zealand|17.74,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|8.06"
2579,SSC12580,Merotherie,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2580,SSC12581,Merriangaah,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2581,SSC12582,Merricumbene,"1|Germany|100.0,2|Egypt|0.0,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2582,SSC12583,Merrigal,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2583,SSC12584,Merrill,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2584,SSC12585,Merriwa (NSW),"1|United_Kingdom|37.23,2|New_Zealand|17.02,3|Philippines|11.7,4|India|9.57,5|Vietnam|6.38,0|other_countries|19.15"
2585,SSC12586,Merriwagga,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2586,SSC12587,Merrygoen,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
2587,SSC12588,Merrylands,"1|Lebanon|15.71,2|China_exc_SARs_Taiwan|10.05,3|India|7.76,4|Pakistan|4.85,5|Iran|4.71,0|other_countries|56.77"
2588,SSC12589,Merrylands West,"1|Lebanon|14.91,2|China_exc_SARs_Taiwan|6.64,3|India|5.58,4|Iran|4.89,5|New_Zealand|3.96,0|other_countries|63.13"
2589,SSC12590,Merungle Hill,"1|Italy|41.67,2|United_Kingdom|25.0,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
2590,SSC12591,Meryla,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
2591,SSC12592,Metford,"1|United_Kingdom|15.61,2|New_Zealand|12.44,3|India|8.82,4|Philippines|8.14,5|China_exc_SARs_Taiwan|4.98,0|other_countries|49.32"
